timestamp,total
"20180607_1751",4485
"20180607_1752",4509
"20180607_1753",4489
"20180607_1754",4406
"20180607_1755",4405
"20180607_1756",4346
"20180607_1757",4376
"20180607_1758",4330
"20180607_1759",4414
"20180607_1800",4238
"20180607_1801",4232
"20180607_1802",4366
"20180607_1803",4151
"20180607_1804",4308
"20180607_1805",4349
"20180607_1806",4111
"20180607_1807",4218
"20180607_1808",4318
"20180607_1809",4308
"20180607_1810",4349
"20180607_1811",4416
"20180607_1812",4169
"20180607_1813",4067
"20180607_1814",4369
"20180607_1815",4069
"20180607_1816",4294
"20180607_1817",4248
"20180607_1818",4066
"20180607_1819",3976
"20180607_1820",4030
"20180607_1821",4001
"20180607_1822",3974
"20180607_1823",4051
"20180607_1824",3948
"20180607_1825",4067
"20180607_1826",4008
"20180607_1827",3859
"20180607_1828",3926
"20180607_1829",3790
"20180607_1830",3852
"20180607_1831",3859
"20180607_1832",3868
"20180607_1833",3917
"20180607_1834",3834
"20180607_1835",3771
"20180607_1836",3870
"20180607_1837",3671
"20180607_1838",3881
"20180607_1839",3779
"20180607_1840",3806
"20180607_1841",3825
"20180607_1842",3683
"20180607_1843",3711
"20180607_1844",3681
"20180607_1845",3536
"20180607_1846",3903
"20180607_1847",3652
"20180607_1848",3718
"20180607_1849",3746
"20180607_1850",3806
"20180607_1851",3701
"20180607_1852",3874
"20180607_1853",3700
"20180607_1854",3923
"20180607_1855",3975
"20180607_1856",3968
"20180607_1857",3642
"20180607_1858",3654
"20180607_1859",4026
"20180607_1900",3950
"20180607_1901",3975
"20180607_1902",3849
"20180607_1903",3704
"20180607_1904",3684
"20180607_1905",3587
"20180607_1906",3530
"20180607_1907",3652
"20180607_1908",3612
"20180607_1909",3875
"20180607_1910",3874
"20180607_1911",3702
"20180607_1912",3576
"20180607_1913",3484
"20180607_1914",3482
"20180607_1915",3622
"20180607_1916",3444
"20180607_1917",3508
"20180607_1918",3460
"20180607_1919",3349
"20180607_1920",3364
"20180607_1921",3540
"20180607_1922",3344
"20180607_1923",3428
"20180607_1924",3337
"20180607_1925",3530
"20180607_1926",3312
"20180607_1927",3254
"20180607_1928",3312
"20180607_1929",3518
"20180607_1930",3345
"20180607_1931",3278
"20180607_1932",3182
"20180607_1933",3517
"20180607_1934",3231
"20180607_1935",3333
"20180607_1936",3271
"20180607_1937",3302
"20180607_1938",3144
"20180607_1939",3123
"20180607_1940",3294
"20180607_1941",3189
"20180607_1942",3132
"20180607_1943",3248
"20180607_1944",3172
"20180607_1945",3065
"20180607_1946",3165
"20180607_1947",3135
"20180607_1948",3262
"20180607_1949",3113
"20180607_1950",3178
"20180607_1951",3068
"20180607_1952",3014
"20180607_1953",3131
"20180607_1954",3210
"20180607_1955",3211
"20180607_1956",3231
"20180607_1957",3150
"20180607_1958",3071
"20180607_1959",2997
"20180607_2000",3170
"20180607_2001",3169
"20180607_2002",3225
"20180607_2003",3012
"20180607_2004",3084
"20180607_2005",3040
"20180607_2006",3185
"20180607_2007",3053
"20180607_2008",3028
"20180607_2009",3106
"20180607_2010",3137
"20180607_2011",3069
"20180607_2012",3024
"20180607_2013",3044
"20180607_2014",2952
"20180607_2015",3092
"20180607_2016",3060
"20180607_2017",3025
"20180607_2018",3082
"20180607_2019",3122
"20180607_2020",3014
"20180607_2021",2884
"20180607_2022",3072
"20180607_2023",2892
"20180607_2024",2869
"20180607_2025",2843
"20180607_2026",3026
"20180607_2027",3027
"20180607_2028",2838
"20180607_2029",2848
"20180607_2030",2977
"20180607_2031",3079
"20180607_2032",2891
"20180607_2033",3262
"20180607_2034",2942
"20180607_2035",3104
"20180607_2036",3115
"20180607_2037",3177
"20180607_2038",2911
"20180607_2039",2960
"20180607_2040",3082
"20180607_2041",2976
"20180607_2042",3096
"20180607_2043",3004
"20180607_2044",2918
"20180607_2045",2890
"20180607_2046",3013
"20180607_2047",2930
"20180607_2048",2953
"20180607_2049",2917
"20180607_2050",2971
"20180607_2051",2974
"20180607_2052",2873
"20180607_2053",2727
"20180607_2054",3045
"20180607_2055",2883
"20180607_2056",2755
"20180607_2057",2831
"20180607_2058",2775
"20180607_2059",2770
"20180607_2100",2618
"20180607_2101",2697
"20180607_2102",2738
"20180607_2103",2715
"20180607_2104",2763
"20180607_2105",2874
"20180607_2106",2617
"20180607_2107",2666
"20180607_2108",2704
"20180607_2109",2619
"20180607_2110",2555
"20180607_2111",2676
"20180607_2112",2518
"20180607_2113",2554
"20180607_2114",2489
"20180607_2115",2529
"20180607_2116",2710
"20180607_2117",2414
"20180607_2118",2445
"20180607_2119",2382
"20180607_2120",2423
"20180607_2121",2510
"20180607_2122",2506
"20180607_2123",2299
"20180607_2124",2472
"20180607_2125",2442
"20180607_2126",2367
"20180607_2127",2338
"20180607_2128",2526
"20180607_2129",2293
"20180607_2130",2424
"20180607_2131",2361
"20180607_2132",2275
"20180607_2133",2265
"20180607_2134",2448
"20180607_2135",2369
"20180607_2136",2313
"20180607_2137",2255
"20180607_2138",2220
"20180607_2139",2149
"20180607_2140",2422
"20180607_2141",2345
"20180607_2142",2212
"20180607_2143",2313
"20180607_2144",2196
"20180607_2145",2184
"20180607_2146",2274
"20180607_2147",2177
"20180607_2148",2317
"20180607_2149",2335
"20180607_2150",2361
"20180607_2151",2182
"20180607_2152",2294
"20180607_2153",2396
"20180607_2154",2468
"20180607_2155",2420
"20180607_2156",2570
"20180607_2157",2335
"20180607_2158",2285
"20180607_2159",2276
"20180607_2200",2355
"20180607_2201",2199
"20180607_2202",2283
"20180607_2203",2219
"20180607_2204",2275
"20180607_2205",2141
"20180607_2206",2234
"20180607_2207",2108
"20180607_2208",2014
"20180607_2209",2136
"20180607_2210",2201
"20180607_2211",2072
"20180607_2212",2015
"20180607_2213",2009
"20180607_2214",2135
"20180607_2215",1942
"20180607_2216",2068
"20180607_2217",2038
"20180607_2218",2057
"20180607_2219",2001
"20180607_2220",1897
"20180607_2221",2037
"20180607_2222",2063
"20180607_2223",2066
"20180607_2224",1920
"20180607_2225",2008
"20180607_2226",1944
"20180607_2227",2259
"20180607_2228",2081
"20180607_2229",1898
"20180607_2230",2144
"20180607_2231",1943
"20180607_2232",1790
"20180607_2233",1828
"20180607_2234",1929
"20180607_2235",2058
"20180607_2236",1684
"20180607_2237",1817
"20180607_2238",1760
"20180607_2239",1652
"20180607_2240",1931
"20180607_2241",1792
"20180607_2242",1775
"20180607_2243",1635
"20180607_2244",1908
"20180607_2245",1771
"20180607_2246",1564
"20180607_2247",1514
"20180607_2248",1677
"20180607_2249",1617
"20180607_2250",1572
"20180607_2251",1589
"20180607_2252",1508
"20180607_2253",1656
"20180607_2254",1575
"20180607_2255",1578
"20180607_2256",1643
"20180607_2257",1552
"20180607_2258",1508
"20180607_2259",1490
"20180607_2300",1407
"20180607_2301",1477
"20180607_2302",1485
"20180607_2303",1430
"20180607_2304",1413
"20180607_2305",1340
"20180607_2306",1460
"20180607_2307",1328
"20180607_2308",1418
"20180607_2309",1266
"20180607_2310",1445
"20180607_2311",1288
"20180607_2312",1308
"20180607_2313",1376
"20180607_2314",1261
"20180607_2315",1287
"20180607_2316",1271
"20180607_2317",1240
"20180607_2318",1124
"20180607_2319",1222
"20180607_2320",1232
"20180607_2321",1148
"20180607_2322",1152
"20180607_2323",1262
"20180607_2324",1056
"20180607_2325",1110
"20180607_2326",1167
"20180607_2327",1060
"20180607_2328",1017
"20180607_2329",1014
"20180607_2330",1069
"20180607_2331",948
"20180607_2332",1082
"20180607_2333",999
"20180607_2334",1002
"20180607_2335",952
"20180607_2336",1051
"20180607_2337",1017
"20180607_2338",861
"20180607_2339",966
"20180607_2340",1052
"20180607_2341",911
"20180607_2342",893
"20180607_2343",1025
"20180607_2344",1002
"20180607_2345",924
"20180607_2346",985
"20180607_2347",869
"20180607_2348",921
"20180607_2349",960
"20180607_2350",824
"20180607_2351",800
"20180607_2352",782
"20180607_2353",841
"20180607_2354",805
"20180607_2355",823
"20180607_2356",822
"20180607_2357",839
"20180607_2358",772
"20180607_2359",16
